"ViolationID","BuildingID","RegistrationID","BoroID","Borough","HouseNumber","LowHouseNumber","HighHouseNumber","StreetName","StreetCode","Postcode","Apartment","Story","Block","Lot","Class","InspectionDate","ApprovedDate","OriginalCertifyByDate","OriginalCorrectByDate","NewCertifyByDate","NewCorrectByDate","CertifiedDate","OrderNumber","NOVID","NOVDescription","NOVIssuedDate","CurrentStatusID","CurrentStatus","CurrentStatusDate","NovType","ViolationStatus","RentImpairing","Latitude","Longitude","CommunityBoard","CouncilDistrict","CensusTract","BIN","BBL","NTA"
"14765682","417759","430722","4","QUEENS","14-33","14-31","14-33","31 ROAD","8090","11106",,"0","533","11","A","01/02/2022","01/02/2022","04/22/2022","04/08/2022",,,"02/25/2026","484","7596053","§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR ''MISSING''","01/03/2022","4","NOV CERTIFIED LATE","02/25/2026","Original","Open","N","40.767561","-73.932137","1","22","77","4430823","4005330011","Old Astoria-Hallets Point"
"14765683","417759","430722","4","QUEENS","14-33","14-31","14-33","31 ROAD","8090","11106",,"0","533","11","C","01/02/2022","01/02/2022","01/16/2022","01/09/2022",,,"02/25/2026","671","7596055","§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ''MISSING''","01/03/2022","4","NOV CERTIFIED LATE","02/25/2026","Original","Open","N","40.767561","-73.932137","1","22","77","4430823","4005330011","Old Astoria-Hallets Point"
"15753305","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","6K","6","606","29","C","04/20/2022","02/28/2023","03/31/2023","03/26/2023",,,,"550","8306815","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 15112065 ISSUED 20-APR-22 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).","02/28/2023","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","01/31/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
"17423946","421333","400118","4","QUEENS","32-20","32-20","32-20","34 AVENUE","8440","11106","1B","3","609","29","A","11/16/2024","11/16/2024","03/07/2025","02/21/2025",,,,"502","9431908","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CAULKING WEST NORTH AND EAST WALLS BATHTUB IN THE BATHROOM LOCATED AT APT 1B, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH","11/18/2024","2","NOV SENT OUT","11/18/2024","Original","Open","N","40.759180","-73.926226","1","22","57","4008196","4006090029","Astoria (Central)"
"17452413","417016","406817","4","QUEENS","12-01","12-01","12-01","31 AVENUE","7990","11106","3R","3","517","23","C","11/25/2024","11/26/2024","12/28/2024","12/23/2024",,,,"568","9467603","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","11/27/2024","47","NOTICE OF ISSUANCE SENT TO TENANT","11/27/2024","Original","Open","N","40.768753","-73.933255","1","22","79","4005725","4005170023","Old Astoria-Hallets Point"
"16219960","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","6B","6","606","29","B","09/11/2023","09/12/2023","11/01/2023","10/18/2023",,,,"688","8636932","§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT CEILING IN THE KITCHEN LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''South''","09/13/2023","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","01/31/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
"3794917","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106",,"0","331","1","B","04/16/2001","04/19/2001","12/25/2024","12/11/2024",,,,"510","9415611","§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF UNCAPED GAS LINE AT KITCHEN AREA AT OPEN SPACE, CELLAR","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","26","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"17509985","415699","402073","4","QUEENS","35-21","35-21","35-21","29 STREET","7740","11106","BASEME","0","341","16","B","12/04/2024","12/04/2024","01/23/2025","01/09/2025",,,,"522","9515779","§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM AT LEAST 1 WINDOW OR PROVIDE APPROVED TYPE GATE .. IN THE ENTIRE APARTMENT LOCATED AT BSMT-APT BASEME, 1st BSMT-APT FROM WEST AT NORTH","12/05/2024","2","NOV SENT OUT","12/05/2024","Original","Open","N","40.758422","-73.930457","1","22","53","4004109","4003410016","Astoria (Central)"
"5096538","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106","1","1","331","1","C","09/02/2004","09/03/2004","11/17/2024","11/12/2024",,,,"970","9415612","§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 1, 1st STORY, APARTMENT AT NORTH","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","22","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"17510844","417230","401098","4","QUEENS","34-20","34-20","34-20","31 AVENUE","7990","11106","4R","4","624","45","B","12/04/2024","12/04/2024","01/23/2025","01/09/2025",,,,"1503","9515783","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","12/05/2024","2","NOV SENT OUT","12/05/2024","Original","Open","N","40.763082","-73.920854","1","22","61","4008969","4006240045","Astoria (Central)"
"17510845","417230","401098","4","QUEENS","34-20","34-20","34-20","31 AVENUE","7990","11106","4R","4","624","45","B","12/04/2024","12/04/2024","01/23/2025","01/09/2025",,,,"702","9515783","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","12/05/2024","2","NOV SENT OUT","12/05/2024","Original","Open","N","40.763082","-73.920854","1","22","61","4008969","4006240045","Astoria (Central)"
"9334502","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106","2","2","331","1","B","02/18/2012","02/20/2012","12/25/2024","12/11/2024",,,,"1502","9415611","§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","22","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"9334514","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106","2","2","331","1","B","02/18/2012","02/20/2012","12/25/2024","12/11/2024",,,,"810","9415611","§ 27-2005 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF CONCEALED WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 2, 2nd STORY, APARTMENT AT NORTH","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","22","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"9334515","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106","2","2","331","1","B","02/18/2012","02/20/2012","12/25/2024","12/11/2024",,,,"808","9415611","§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING IN THE KITCHEN LOCATED AT APT 2, 2nd STORY, APARTMENT AT NORTH","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","22","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"9334518","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106","2","2","331","1","B","02/18/2012","02/20/2012","12/25/2024","12/11/2024",,,,"808","9415611","§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR WALLS & CEILING IN THE BATHROOM LOCATED AT APT 2, 2nd STORY, APARTMENT AT NORTH","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","22","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"9334521","423181","431050","4","QUEENS","11-01","11-01","11-01","36 AVENUE","8690","11106","2","2","331","1","B","02/18/2012","02/20/2012","12/25/2024","12/11/2024",,,,"806","9415611","§ 27-2005 ADMIN. CODE: REPLACE WITH NEW THE MISSING RADIATOR AT NORTH ROOM LOCATED AT APT 2, 2nd STORY, APARTMENT AT NORTH","11/06/2024","2","NOV SENT OUT","11/06/2024","Reissued","Open","N","40.761063","-73.939851","1","22","85","4433142","4003310001","Queensbridge-Ravenswood-Dutch Kills"
"17617963","419426","405762","4","QUEENS","34-02","34-02","34-06","32 STREET","8240","11106",,"1","608","29","A","01/13/2025","01/13/2025","05/03/2025","04/19/2025",,,,"778","9579049","§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY","01/14/2025","2","NOV SENT OUT","01/14/2025","Original","Open","N","40.759046","-73.926666","1","26","57","4008165","4006080029","Astoria (Central)"
"17617966","419426","405762","4","QUEENS","34-02","34-02","34-06","32 STREET","8240","11106",,"1","608","29","B","01/13/2025","01/13/2025","03/04/2025","02/18/2025",,,,"504","9579050","§ 27-2005 ADM CODE PROVIDE SECURITY IN EVENT OF POWER OUTAGE BY MEANS OF AN ACCEPTABLE MECHANICAL HEAVY DUTY LOCK AND LATCH SET AT THE BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY","01/14/2025","2","NOV SENT OUT","01/14/2025","Original","Open","N","40.759046","-73.926666","1","26","57","4008165","4006080029","Astoria (Central)"
"17520059","943122","430429","4","QUEENS","12-07","12-07","12-07","31 AVENUE","7990","11106","4A","4","517","21","B","12/02/2024","12/03/2024","01/22/2025","01/08/2025",,,"04/06/2026","501","9506777","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCK ASSEMBLY AT DOOR IN THE TERRACE LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","12/04/2024","4","NOV CERTIFIED LATE","04/06/2026","Original","Open","N","40.768692","-73.933100","1","22","79","4532191","4005170021","Old Astoria-Hallets Point"
"17524759","401010","926522","4","QUEENS","35-52","35-52","35-52","10 STREET","5640","11106",,,"329","46","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.762227","-73.940290","1","22","39","4430676","4003290046","Queensbridge-Ravenswood-Dutch Kills"
"17524760","401012","912769","4","QUEENS","35-62","35-60","35-62","10 STREET","5640","11106",,,"329","50","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.762103","-73.940366","1","22","39","4307197","4003290050","Queensbridge-Ravenswood-Dutch Kills"
"17524766","411616","917146","4","QUEENS","31-66","31-66","31-66","CRESCENT STREET","7300","11106",,,"567","47","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.764127","-73.927751","1","22","75","4006593","4005670047","Astoria (Central)"
"17524767","411620","914898","4","QUEENS","31-70","31-70","31-70","CRESCENT STREET","7300","11106",,,"567","49","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.764056","-73.927820","1","22","75","4006595","4005670049","Astoria (Central)"
"17524768","411680","923252","4","QUEENS","34-53","34-53","34-53","CRESCENT STREET","7300","11106",,,"583","109","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.760446","-73.931267","1","22","47","4007287","4005830109","Queensbridge-Ravenswood-Dutch Kills"
"17524770","415654","916657","4","QUEENS","34-03","34-03","34-03","29 STREET","7740","11106",,,"585","27","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.760165","-73.929044","1","22","53","4007353","4005850027","Astoria (Central)"
"17524771","415734","920692","4","QUEENS","36-33","36-33","36-33","29 STREET","7740","11106",,,"342","10","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.756757","-73.931805","1","26","51","4004133","4003420010","Queensbridge-Ravenswood-Dutch Kills"
"17524777","417754","913043","4","QUEENS","14-24","14-24","14-24","31 ROAD","8090","11106",,,"532","28","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.767547","-73.932152","1","22","77","4005861","4005320028","Old Astoria-Hallets Point"
"17524778","417758","922923","4","QUEENS","14-32","14-32","14-32","31 ROAD","8090","11106",,,"532","32","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.767547","-73.932148","1","22","77","4005865","4005320032","Old Astoria-Hallets Point"
"17524805","702495","924194","4","QUEENS","33-53","33-53","33-53","VERNON BOULEVARD","66390","11106",,,"321","4","I","12/04/2024","12/04/2024",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","12/04/2024",,"Open","N","40.765948","-73.939991","1","22","39","4003807","4003210004","Queensbridge-Ravenswood-Dutch Kills"
"15976866","421333","400118","4","QUEENS","32-20","32-20","32-20","34 AVENUE","8440","11106",,"1","609","29","A","05/08/2023","05/09/2023","08/27/2023","08/13/2023",,,,"1501","8481040","§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.","05/10/2023","21","NOT COMPLIED WITH","09/30/2025","Original","Open","N","40.759180","-73.926226","1","22","57","4008196","4006090029","Astoria (Central)"
"16631647","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","6C","6","606","29","B","09/27/2023","01/27/2024","03/18/2024","03/04/2024",,,,"550","8915748","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 1 SQUARE FEET AT CEILING, APPROXIMATELY 2 SQUARE FEET AT WEST WALL AND APPROXIMATELY 2 SQUARE FEET AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 6C, 6th STORY, 6th APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 16253490 ISSUED 27-SEP-23 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).","01/29/2024","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","01/31/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
"16347624","423399","401114","4","QUEENS","34-07","34-01","34-07","36 AVENUE","8690","11106","3F","3","638","1","C","10/26/2023","10/27/2023","11/28/2023","11/23/2023",,,,"625","8707558","§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE - CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE PRESUMED LEAD PAINT THAT IS XRF TESTED INCONCLUSIVE AT 0.5 MG/CM2 (28 RCNY §11-07(B)) FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES AND MAKE FLOORS SMOOTH AND CLEANABLE, IN AN APARTMENT WITH A CHILD UNDER SIX LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","10/30/2023","2","NOV SENT OUT","10/30/2023","Original","Open","N","40.755396","-73.927194","1","26","57","4009575","4006380001","Astoria (Central)"
"15043873","423399","401114","4","QUEENS","34-07","34-01","34-07","36 AVENUE","8690","11106","3B","3","638","1","B","11/13/2021","03/15/2022","05/03/2022","04/19/2022",,,,"550","7826137","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 2 SQ FT AT THE CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 14678911 ISSUED 13-NOV-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).","03/15/2022","20","DEFECT LETTER ISSUED","05/21/2024","Original","Open","N","40.755396","-73.927194","1","26","57","4009575","4006380001","Astoria (Central)"
"17009448","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","6K","6","606","29","B","01/27/2024","05/28/2024","07/16/2024","07/02/2024",,,,"550","9177302","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CONSISTING OF APPROXIMATELY 5 SQUARE FEET AT SOUTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''NORTH'' ORIGINAL VIOLATION 16627199 ISSUED 27-JAN-24 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).","05/28/2024","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","01/31/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
"17111152","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","2H","2","606","29","A","07/07/2024","07/07/2024","10/25/2024","10/11/2024",,,,"556","9236854","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE KITCHEN , THE 1st ROOM FROM EAST, THE PRIVATE HALLWAY , THE BATHROOM , THE FOYER , THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 2H, 2nd STORY, 4th APARTMENT FROM SOUTH AT WEST","07/08/2024","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","01/31/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
